SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2019,24,48033,24XX E 105TH ST,T128,GRAVID,6/14/19 00:06,9,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,24,48032,24XX E 105TH ST,T128,GRAVID,6/14/19 00:06,8,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,25,48180,24XX E 105TH ST,T128,GRAVID,6/21/19 00:06,5,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,23,51909,24XX E 105TH ST,T128,GRAVID,6/10/21 00:06,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,26,48313,24XX E 105TH ST,T128,GRAVID,6/27/19 00:06,3,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,36,51561,24XX E 105TH ST,T128,GRAVID,9/3/20 00:09,5,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,28,48568,24XX E 105TH ST,T128,GRAVID,7/12/19 00:07,4,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,28,48569,24XX E 105TH ST,T128,GRAVID,7/12/19 00:07,2,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,28,50572,24XX E 105TH ST,T128,GRAVID,7/9/20 00:07,4,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,29,48697,24XX E 105TH ST,T128,GRAVID,7/18/19 00:07,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,37,51619,24XX E 105TH ST,T128,GRAVID,9/10/20 00:09,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,30,48824,24XX E 105TH ST,T128,GRAVID,7/25/19 00:07,3,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,31,48900,24XX E 105TH ST,T128,GRAVID,8/1/19 00:08,1,negative,CULEX TERRITANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,31,48899,24XX E 105TH ST,T128,GRAVID,8/1/19 00:08,2,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,31,48898,24XX E 105TH ST,T128,GRAVID,8/1/19 00:08,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,38,51687,24XX E 105TH ST,T128,GRAVID,9/17/20 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,32,49078,24XX E 105TH ST,T128,GRAVID,8/8/19 00:08,6,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,32,49080,24XX E 105TH ST,T128,GRAVID,8/8/19 00:08,1,negative,CULEX TERRITANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,32,49079,24XX E 105TH ST,T128,GRAVID,8/8/19 00:08,3,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,29,50705,24XX E 105TH ST,T128,GRAVID,7/16/20 00:07,5,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,29,50704,24XX E 105TH ST,T128,GRAVID,7/16/20 00:07,10,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,33,49233,24XX E 105TH ST,T128,GRAVID,8/15/19 00:08,7,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,33,49234,24XX E 105TH ST,T128,GRAVID,8/15/19 00:08,5,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,39,51755,24XX E 105TH ST,T128,GRAVID,9/24/20 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,34,49387,24XX E 105TH ST,T128,GRAVID,8/22/19 00:08,3,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,34,49386,24XX E 105TH ST,T128,GRAVID,8/22/19 00:08,5,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,30,50816,24XX E 105TH ST,T128,GRAVID,7/23/20 00:07,1,negative,CULEX PIPIENS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,30,50817,24XX E 105TH ST,T128,GRAVID,7/23/20 00:07,15,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,35,49526,24XX E 105TH ST,T128,GRAVID,8/29/19 00:08,6,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,40,51798,24XX E 105TH ST,T128,GRAVID,10/1/20 00:10,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,36,49631,24XX E 105TH ST,T128,GRAVID,9/5/19 00:09,2,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,36,49630,24XX E 105TH ST,T128,GRAVID,9/5/19 00:09,5,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,37,49773,24XX E 105TH ST,T128,GRAVID,9/12/19 00:09,14,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,37,49774,24XX E 105TH ST,T128,GRAVID,9/12/19 00:09,6,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,26,52133,24XX E 105TH ST,T128,GRAVID,7/1/21 00:07,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,38,49905,24XX E 105TH ST,T128,GRAVID,9/19/19 00:09,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,32,51066,24XX E 105TH ST,T128,GRAVID,8/6/20 00:08,8,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,39,50022,24XX E 105TH ST,T128,GRAVID,9/26/19 00:09,10,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,33,51196,24XX E 105TH ST,T128,GRAVID,8/13/20 00:08,6,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,27,52220,24XX E 105TH ST,T128,GRAVID,7/8/21 00:07,6,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2020,34,51340,24XX E 105TH ST,T128,GRAVID,8/20/20 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,35,53156,24XX E 105TH ST,T128,GRAVID,9/2/21 00:09,1,negative,CULEX TERRITANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,24,53563,24XX E 105TH ST,T128,GRAVID,6/17/22 00:06,3,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,36,53205,24XX E 105TH ST,T128,GRAVID,9/9/21 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,25,53622,24XX E 105TH ST,T128,GRAVID,6/23/22 00:06,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,37,53289,24XX E 105TH ST,T128,GRAVID,9/16/21 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,31,52754,24XX E 105TH ST,T128,GRAVID,8/5/21 00:08,2,negative,CULEX TERRITANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,27,53726,24XX E 105TH ST,T128,GRAVID,7/7/22 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2021,32,52868,24XX E 105TH ST,T128,GRAVID,8/12/21 00:08,18,positive,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,28,53780,24XX E 105TH ST,T128,GRAVID,7/14/22 00:07,5,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,29,53842,24XX E 105TH ST,T128,GRAVID,7/21/22 00:07,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,30,53895,24XX E 105TH ST,T128,GRAVID,7/28/22 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,31,53971,24XX E 105TH ST,T128,GRAVID,8/4/22 00:08,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,32,54042,24XX E 105TH ST,T128,GRAVID,8/11/22 00:08,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,35,54231,24XX E 105TH ST,T128,GRAVID,9/1/22 00:09,6,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,31,46953,24XX E 105TH ST,T128,GRAVID,8/2/18 00:08,2,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,34,47353,24XX E 105TH ST,T128,GRAVID,8/23/18 00:08,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,26,46408,24XX E 105TH ST,T128,GRAVID,6/29/18 00:06,1,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,28,46612,24XX E 105TH ST,T128,GRAVID,7/12/18 00:07,1,negative,CULEX TERRITANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,23,46113,24XX E 105TH ST,T128,GRAVID,6/8/18 00:06,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,30,46847,24XX E 105TH ST,T128,GRAVID,7/26/18 00:07,3,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,36,47524,24XX E 105TH ST,T128,GRAVID,9/6/18 00:09,12,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,36,47523,24XX E 105TH ST,T128,GRAVID,9/6/18 00:09,2,negative,CULEX PIPIENS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,32,47108,24XX E 105TH ST,T128,GRAVID,8/9/18 00:08,9,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,36,47525,24XX E 105TH ST,T128,GRAVID,9/6/18 00:09,2,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,38,47679,24XX E 105TH ST,T128,GRAVID,9/20/18 00:09,9,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,37,47591,24XX E 105TH ST,T128,GRAVID,9/13/18 00:09,2,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,39,47731,24XX E 105TH ST,T128,GRAVID,9/27/18 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,32,47107,24XX E 105TH ST,T128,GRAVID,8/9/18 00:08,10,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,30,46846,24XX E 105TH ST,T128,GRAVID,7/26/18 00:07,4,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,33,47247,24XX E 105TH ST,T128,GRAVID,8/16/18 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,24,46208,24XX E 105TH ST,T128,GRAVID,6/14/18 00:06,2,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,25,46305,24XX E 105TH ST,T128,GRAVID,6/21/18 00:06,3,negative,CULEX RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2018,35,47447,24XX E 105TH ST,T128,GRAVID,8/30/18 00:08,5,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,30,55009,24XX E 105TH ST,T128,GRAVID,7/27/23 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,37,54338,24XX E 105TH ST,T128,GRAVID,9/15/22 00:09,3,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2022,39,54420,24XX E 105TH ST,T128,GRAVID,9/29/22 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,24,54571,24XX E 105TH ST,T128,GRAVID,6/15/23 00:06,26,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,32,55188,24XX E 105TH ST,T128,GRAVID,8/10/23 00:08,26,positive,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,27,54759,24XX E 105TH ST,T128,GRAVID,7/6/23 00:07,7,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,28,54837,24XX E 105TH ST,T128,GRAVID,7/13/23 00:07,4,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,29,54914,24XX E 105TH ST,T128,GRAVID,7/20/23 00:07,18,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,33,55261,24XX E 105TH ST,T128,GRAVID,8/17/23 00:08,4,positive,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,34,55344,24XX E 105TH ST,T128,GRAVID,8/24/23 00:08,10,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,35,55407,24XX E 105TH ST,T128,GRAVID,8/31/23 00:08,7,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,36,55474,24XX E 105TH ST,T128,GRAVID,9/7/23 00:09,4,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,37,55541,24XX E 105TH ST,T128,GRAVID,9/14/23 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,38,55612,24XX E 105TH ST,T128,GRAVID,9/21/23 00:09,15,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2023,39,55675,24XX E 105TH ST,T128,GRAVID,9/28/23 00:09,3,negative,CULEX PIPIENS/RESTUANS,41.70468721,-87.56423556,"(41.704687213624375, -87.5642355621286)"
2019,23,47795,25XX S MILLARD AVE,T152,GRAVID,6/12/19 00:06,8,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,24,50068,25XX S MILLARD AVE,T152,GRAVID,6/12/20 00:06,2,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,35,51401,25XX S MILLARD AVE,T152,GRAVID,8/27/20 00:08,18,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,24,47947,25XX S MILLARD AVE,T152,GRAVID,6/13/19 00:06,2,negative,CULEX TERRITANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,24,47946,25XX S MILLARD AVE,T152,GRAVID,6/13/19 00:06,5,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,24,47945,25XX S MILLARD AVE,T152,GRAVID,6/13/19 00:06,7,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,25,50182,25XX S MILLARD AVE,T152,GRAVID,6/18/20 00:06,2,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,25,50181,25XX S MILLARD AVE,T152,GRAVID,6/18/20 00:06,1,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,25,48100,25XX S MILLARD AVE,T152,GRAVID,6/20/19 00:06,4,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2021,23,51854,25XX S MILLARD AVE,T152,GRAVID,6/10/21 00:06,1,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2021,23,51853,25XX S MILLARD AVE,T152,GRAVID,6/10/21 00:06,5,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,26,50285,25XX S MILLARD AVE,T152,GRAVID,6/25/20 00:06,7,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,26,48235,25XX S MILLARD AVE,T152,GRAVID,6/27/19 00:06,4,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,26,50286,25XX S MILLARD AVE,T152,GRAVID,6/25/20 00:06,2,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,27,48361,25XX S MILLARD AVE,T152,GRAVID,7/3/19 00:07,5,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,36,51511,25XX S MILLARD AVE,T152,GRAVID,9/3/20 00:09,3,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,28,48490,25XX S MILLARD AVE,T152,GRAVID,7/11/19 00:07,7,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,27,50397,25XX S MILLARD AVE,T152,GRAVID,7/2/20 00:07,13,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,29,48629,25XX S MILLARD AVE,T152,GRAVID,7/18/19 00:07,4,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2021,33,52932,25XX S MILLARD AVE,T152,GRAVID,8/19/21 00:08,9,positive,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,30,48750,25XX S MILLARD AVE,T152,GRAVID,7/25/19 00:07,1,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,28,50508,25XX S MILLARD AVE,T152,GRAVID,7/14/20 00:07,30,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,31,48939,25XX S MILLARD AVE,T152,GRAVID,8/1/19 00:08,2,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2021,24,51965,25XX S MILLARD AVE,T152,GRAVID,6/17/21 00:06,1,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,38,51654,25XX S MILLARD AVE,T152,GRAVID,9/17/20 00:09,3,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,32,49011,25XX S MILLARD AVE,T152,GRAVID,8/8/19 00:08,4,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,32,49010,25XX S MILLARD AVE,T152,GRAVID,8/8/19 00:08,5,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,29,50631,25XX S MILLARD AVE,T152,GRAVID,7/16/20 00:07,35,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,29,50632,25XX S MILLARD AVE,T152,GRAVID,7/16/20 00:07,4,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2022,23,53449,25XX S MILLARD AVE,T152,GRAVID,6/10/22 00:06,1,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,33,49153,25XX S MILLARD AVE,T152,GRAVID,8/15/19 00:08,8,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,33,49154,25XX S MILLARD AVE,T152,GRAVID,8/15/19 00:08,8,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,39,51726,25XX S MILLARD AVE,T152,GRAVID,9/24/20 00:09,6,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,39,51727,25XX S MILLARD AVE,T152,GRAVID,9/24/20 00:09,1,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2022,23,53448,25XX S MILLARD AVE,T152,GRAVID,6/10/22 00:06,1,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,34,49311,25XX S MILLARD AVE,T152,GRAVID,8/22/19 00:08,7,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,34,49310,25XX S MILLARD AVE,T152,GRAVID,8/22/19 00:08,24,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,30,50759,25XX S MILLARD AVE,T152,GRAVID,7/23/20 00:07,3,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,35,49448,25XX S MILLARD AVE,T152,GRAVID,8/29/19 00:08,34,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,35,49449,25XX S MILLARD AVE,T152,GRAVID,8/29/19 00:08,13,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,35,49450,25XX S MILLARD AVE,T152,GRAVID,8/29/19 00:08,1,negative,CULEX TERRITANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,31,50888,25XX S MILLARD AVE,T152,GRAVID,7/30/20 00:07,27,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,36,49572,25XX S MILLARD AVE,T152,GRAVID,9/5/19 00:09,4,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,36,49571,25XX S MILLARD AVE,T152,GRAVID,9/5/19 00:09,10,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,31,50890,25XX S MILLARD AVE,T152,GRAVID,7/30/20 00:07,1,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,31,50889,25XX S MILLARD AVE,T152,GRAVID,7/30/20 00:07,34,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,37,49700,25XX S MILLARD AVE,T152,GRAVID,9/12/19 00:09,12,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,37,49699,25XX S MILLARD AVE,T152,GRAVID,9/12/19 00:09,42,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2021,26,52111,25XX S MILLARD AVE,T152,GRAVID,7/1/21 00:07,3,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,38,49835,25XX S MILLARD AVE,T152,GRAVID,9/19/19 00:09,4,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,38,49836,25XX S MILLARD AVE,T152,GRAVID,9/19/19 00:09,1,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,32,51006,25XX S MILLARD AVE,T152,GRAVID,8/6/20 00:08,7,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2021,34,53021,25XX S MILLARD AVE,T152,GRAVID,8/26/21 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,39,49957,25XX S MILLARD AVE,T152,GRAVID,9/26/19 00:09,1,negative,CULEX TERRITANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,39,49956,25XX S MILLARD AVE,T152,GRAVID,9/26/19 00:09,4,negative,CULEX RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2019,39,49955,25XX S MILLARD AVE,T152,GRAVID,9/26/19 00:09,17,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2020,33,51134,25XX S MILLARD AVE,T152,GRAVID,8/13/20 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2022,24,53524,25XX S MILLARD AVE,T152,GRAVID,6/17/22 00:06,31,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2022,24,53525,25XX S MILLARD AVE,T152,GRAVID,6/17/22 00:06,50,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
2021,27,52174,25XX S MILLARD AVE,T152,GRAVID,7/8/21 00:07,23,negative,CULEX PIPIENS/RESTUANS,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)"
